Mo Bamba,C,PHI,57,4.2,0.7,4.4,2023-2024
Paolo Banchero,PF,ORL,80,6.9,5.4,22.6,2023-2024
Desmond Bane,SG,MEM,42,4.4,5.5,23.7,2023-2024
Dalano Banton,PG,TOT,54,3.3,2.4,10.3,2023-2024
Dalano Banton,PG,BOS,24,1.5,0.8,2.3,2023-2024
Dalano Banton,PG,POR,30,4.8,3.6,16.7,2023-2024
Dominick Barlow,PF,SAS,33,3.4,1.1,4.4,2023-2024
Harrison Barnes,PF,SAC,82,3.0,1.2,12.2,2023-2024
Scottie Barnes,SG,TOR,60,8.2,6.1,19.9,2023-2024
RJ Barrett,SG,TOT,58,5.4,3.3,20.2,2023-2024
RJ Barrett,SG,NYK,26,4.3,2.4,18.2,2023-2024
RJ Barrett,SG,TOR,32,6.4,4.1,21.8,2023-2024
Charles Bassey,C,SAS,19,4.0,1.1,3.3,2023-2024
Emoni Bates,SF,CLE,15,0.9,0.7,2.7,2023-2024
Keita Bates-Diop,SF,TOT,53,2.1,0.7,3.7,2023-2024
Keita Bates-Diop,SF,PHO,39,2.6,0.9,4.5,2023-2024
Keita Bates-Diop,SF,BRK,14,0.6,0.3,1.6,2023-2024
Nicolas Batum,PF,TOT,60,4.1,2.1,5.3,2023-2024
Nicolas Batum,PF,LAC,3,2.3,1.7,2.7,2023-2024
Nicolas Batum,PF,PHI,57,4.2,2.2,5.5,2023-2024
Darius Bazley,PF,TOT,9,3.1,0.8,5.3,2023-2024
Darius Bazley,PF,PHI,3,0.3,0.7,0.0,2023-2024
Darius Bazley,PF,UTA,6,4.5,0.8,8.0,2023-2024
Bradley Beal,SG,PHO,53,4.4,5.0,18.2,2023-2024
Malik Beasley,SG,MIL,79,3.7,1.4,11.3,2023-2024
MarJon Beauchamp,SF,MIL,48,2.1,0.6,4.4,2023-2024
Jules Bernard,SG,WAS,19,1.4,0.8,3.9,2023-2024
Dāvis Bertāns,PF,TOT,43,1.4,0.8,6.7,2023-2024
Dāvis Bertāns,PF,OKC,15,0.7,0.6,2.9,2023-2024
Dāvis Bertāns,PF,CHO,28,1.8,0.9,8.8,2023-2024
Patrick Beverley,PG,TOT,73,3.3,2.9,6.2,2023-2024
Patrick Beverley,PG,PHI,47,3.1,3.1,6.3,2023-2024
Patrick Beverley,PG,MIL,26,3.6,2.6,6.0,2023-2024
Saddiq Bey,SF,ATL,63,6.5,1.5,13.7,2023-2024
Goga Bitadze,C,ORL,62,4.6,1.3,5.0,2023-2024
Onuralp Bitim,SG,CHI,23,1.4,0.6,3.5,2023-2024
Bismack Biyombo,C,TOT,40,5.2,1.3,4.4,2023-2024
Bismack Biyombo,C,MEM,30,6.4,1.7,5.2,2023-2024
Bismack Biyombo,C,OKC,10,1.8,0.2,1.8,2023-2024
Anthony Black,PG,ORL,69,2.0,1.3,4.6,2023-2024
Leaky Black,SF,CHO,26,1.8,0.9,2.7,2023-2024
Buddy Boeheim,SF,DET,10,1.0,0.3,3.4,2023-2024
Bogdan Bogdanović,SG,ATL,79,3.4,3.1,16.9,2023-2024
Bojan Bogdanović,SF-PF,TOT,57,2.7,1.7,15.2,2023-2024
Bojan Bogdanović,PF,DET,28,3.4,2.5,20.2,2023-2024
Bojan Bogdanović,SF,NYK,29,2.0,0.9,10.4,2023-2024
Bol Bol,PF,PHO,43,3.2,0.4,5.2,2023-2024
Marques Bolden,C,TOT,11,3.1,0.4,3.4,2023-2024
Marques Bolden,C,MIL,2,1.0,0.0,0.0,2023-2024
Marques Bolden,C,CHO,9,3.6,0.4,4.1,2023-2024
Devin Booker,PG,PHO,68,4.5,6.9,27.1,2023-2024
Brandon Boston Jr.,SF,LAC,32,1.6,0.4,5.2,2023-2024
Chris Boucher,PF,TOR,50,4.1,0.5,6.4,2023-2024
James Bouknight,SG,CHO,14,0.6,0.4,3.6,2023-2024
Jamaree Bouyea,PG,TOT,9,2.1,1.2,2.3,2023-2024
Jamaree Bouyea,PG,POR,6,1.7,1.3,1.7,2023-2024
Jamaree Bouyea,PG,SAS,3,3.0,1.0,3.7,2023-2024
Malaki Branham,PG,SAS,75,2.0,2.1,9.2,2023-2024
Christian Braun,SG,DEN,82,3.7,1.6,7.3,2023-2024
Mikal Bridges,SF,BRK,82,4.5,3.6,19.6,2023-2024
Miles Bridges,SF,CHO,69,7.3,3.3,21.0,2023-2024
Oshae Brissett,SF,BOS,55,2.9,0.8,3.7,2023-2024
Izaiah Brockington,PG,NOP,1,2.0,0.0,4.0,2023-2024
Malcolm Brogdon,PG,POR,39,3.8,5.5,15.7,2023-2024
Armoni Brooks,PG,BRK,10,1.8,0.5,4.2,2023-2024
Dillon Brooks,SF,HOU,72,3.4,1.7,12.7,2023-2024
Bruce Brown,PG-SG,TOT,67,4.2,2.9,10.8,2023-2024
Bruce Brown,SG,IND,33,4.7,3.0,12.1,2023-2024
Bruce Brown,PG,TOR,34,3.8,2.7,9.6,2023-2024
Charlie Brown Jr.,SG,NYK,8,0.3,0.0,0.8,2023-2024
Greg Brown III,PF,DAL,6,1.5,0.7,2.5,2023-2024
Jaylen Brown,SF,BOS,70,5.5,3.6,23.0,2023-2024
Kendall Brown,SG,IND,15,0.3,0.3,1.4,2023-2024
Kobe Brown,PF,LAC,44,1.4,0.6,2.0,2023-2024
Moses Brown,C,POR,22,3.9,0.3,3.4,2023-2024
Troy Brown Jr.,SF,TOT,59,2.4,1.0,4.2,2023-2024
Troy Brown Jr.,SF,MIN,37,1.9,0.9,4.2,2023-2024
Troy Brown Jr.,SF,DET,22,3.3,1.1,4.2,2023-2024
Jalen Brunson,PG,NYK,77,3.6,6.7,28.7,2023-2024
Thomas Bryant,C,MIA,38,3.7,0.6,5.7,2023-2024
Kobe Bufkin,SG,ATL,17,1.9,1.6,4.8,2023-2024
Reggie Bullock,SF,HOU,44,1.7,0.3,2.2,2023-2024
Alec Burks,SG,TOT,66,2.3,1.3,10.4,2023-2024
Alec Burks,SG,DET,43,2.6,1.6,12.6,2023-2024
Alec Burks,SG,NYK,23,1.7,0.9,6.5,2023-2024
Jared Butler,SG,WAS,40,1.5,3.2,6.3,2023-2024
Jimmy Butler,PF,MIA,60,5.3,5.0,20.8,2023-2024
Jamal Cain,PF,MIA,26,1.4,0.4,3.7,2023-2024
Kentavious Caldwell-Pope,SG,DEN,76,2.4,2.4,10.1,2023-2024
Toumani Camara,PF,POR,70,4.9,1.2,7.5,2023-2024
Clint Capela,C,ATL,73,10.6,1.2,11.5,2023-2024
Jevon Carter,PG,CHI,72,0.8,1.3,5.0,2023-2024
Wendell Carter Jr.,C,ORL,55,6.9,1.7,11.0,2023-2024
D.J. Carton,SG,TOR,4,1.0,0.8,2.8,2023-2024
Alex Caruso,SG,CHI,71,3.8,3.5,10.1,2023-2024
Colin Castleton,C,LAL,16,0.8,0.2,1.5,2023-2024
Malcolm Cazalon,SG,DET,1,0.0,0.0,0.0,2023-2024
Julian Champagnie,SF,SAS,74,2.8,1.4,6.8,2023-2024
Justin Champagnie,SF,WAS,15,3.5,1.3,5.9,2023-2024
Max Christie,SG,LAL,67,2.1,0.9,4.2,2023-2024
Sidy Cissoko,SF,SAS,12,1.8,0.8,3.8,2023-2024
Brandon Clarke,PF,MEM,6,5.3,1.5,11.3,2023-2024
Jordan Clarkson,SG,UTA,55,3.4,5.0,17.1,2023-2024
Nic Claxton,C,BRK,71,9.9,2.1,11.8,2023-2024
Noah Clowney,PF,BRK,23,3.5,0.8,5.8,2023-2024
Amir Coffey,SF,LAC,70,2.1,1.1,6.6,2023-2024
John Collins,PF,UTA,68,8.5,1.1,15.1,2023-2024
Zach Collins,C,SAS,69,5.4,2.8,11.2,2023-2024
Mike Conley,PG,MIN,76,2.9,5.9,11.4,2023-2024
Pat Connaughton,SF,MIL,76,3.1,2.1,5.6,2023-2024
Bilal Coulibaly,SF,WAS,63,4.1,1.7,8.4,2023-2024
Ricky Council IV,SG,PHI,32,1.4,0.5,5.4,2023-2024
Robert Covington,SF-PF,TOT,29,3.3,0.8,4.4,2023-2024
Robert Covington,PF,LAC,3,2.7,2.3,3.0,2023-2024
Robert Covington,SF,PHI,26,3.4,0.7,4.5,2023-2024
Torrey Craig,SF,CHI,53,4.1,1.1,5.7,2023-2024
Jae Crowder,PF,MIL,50,3.2,1.3,6.2,2023-2024
Jalen Crutcher,PG,NOP,1,0.0,0.0,0.0,2023-2024
Cade Cunningham,PG,DET,62,4.3,7.5,22.7,2023-2024
Seth Curry,SG,TOT,44,1.5,1.0,5.1,2023-2024
Seth Curry,SG,DAL,36,1.4,0.8,4.3,2023-2024
Seth Curry,SG,CHO,8,2.0,1.8,9.0,2023-2024
Stephen Curry,PG,GSW,74,4.5,5.1,26.4,2023-2024
Dyson Daniels,PG,NOP,61,3.9,2.7,5.8,2023-2024
Anthony Davis,C,LAL,76,12.6,3.5,24.7,2023-2024
Johnny Davis,SG,WAS,50,1.4,0.6,3.0,2023-2024
JD Davison,SG,BOS,8,1.3,1.3,2.0,2023-2024
Dexter Dennis,SG,DAL,4,2.3,1.0,5.5,2023-2024
DeMar DeRozan,SF,CHI,79,4.3,5.3,24.0,2023-2024
Moussa Diabaté,C,LAC,11,2.2,0.4,2.6,2023-2024
Mamadi Diakite,PF,TOT,6,0.7,0.3,2.0,2023-2024
Mamadi Diakite,PF,SAS,3,1.0,0.7,4.0,2023-2024
Mamadi Diakite,PF,NYK,3,0.3,0.0,0.0,2023-2024
Hamidou Diallo,SG,WAS,2,1.0,0.5,1.0,2023-2024
Gradey Dick,SG,TOR,60,2.2,1.1,8.5,2023-2024
Ousmane Dieng,PF,OKC,33,1.5,1.1,4.0,2023-2024
Spencer Dinwiddie,PG,TOT,76,2.7,4.7,10.5,2023-2024
Spencer Dinwiddie,PG,BRK,48,3.3,6.0,12.6,2023-2024
Spencer Dinwiddie,PG,LAL,28,1.7,2.4,6.8,2023-2024
Donte DiVincenzo,SG,NYK,81,3.7,2.7,15.5,2023-2024
Luka Dončić,PG,DAL,70,9.2,9.8,33.9,2023-2024
Luguentz Dort,SF,OKC,79,3.6,1.4,10.9,2023-2024
Ayo Dosunmu,SG,CHI,76,2.8,3.2,12.2,2023-2024
Jeff Dowtin,PG,PHI,12,1.7,2.3,4.3,2023-2024
Henri Drell,SF,CHI,4,1.0,1.0,2.8,2023-2024
Andre Drummond,C,CHI,79,9.0,0.5,8.4,2023-2024
Chris Duarte,SF,SAC,59,1.8,0.7,3.9,2023-2024
David Duke Jr.,SG,SAS,4,2.5,1.3,6.5,2023-2024
Kris Dunn,PG,UTA,66,2.9,3.8,5.4,2023-2024
Kevin Durant,PF,PHO,75,6.6,5.0,27.1,2023-2024
Jalen Duren,C,DET,61,11.6,2.4,13.8,2023-2024
Tari Eason,PF,HOU,22,7.0,1.2,9.8,2023-2024
Anthony Edwards,SG,MIN,79,5.4,5.1,25.9,2023-2024
Kessler Edwards,SF,SAC,54,0.8,0.3,1.7,2023-2024
Keon Ellis,SG,SAC,57,2.2,1.5,5.4,2023-2024
Joel Embiid,C,PHI,39,11.0,5.6,34.7,2023-2024
Drew Eubanks,C,PHO,75,4.3,0.8,5.1,2023-2024
Tosan Evbuomwan,SF,TOT,17,3.5,0.9,5.9,2023-2024
Tosan Evbuomwan,SF,MEM,4,3.5,1.5,2.5,2023-2024
Tosan Evbuomwan,SF,DET,13,3.5,0.8,7.0,2023-2024
Dante Exum,PG,DAL,55,2.7,2.9,7.8,2023-2024
Bruno Fernando,C,ATL,45,4.3,1.0,6.3,2023-2024
Dorian Finney-Smith,PF,BRK,68,4.7,1.6,8.5,2023-2024
Adam Flagler,SG,OKC,2,0.0,2.0,1.5,2023-2024
Malachi Flynn,PG,TOT,69,1.7,1.9,5.5,2023-2024
Malachi Flynn,PG,TOR,31,2.1,2.4,5.1,2023-2024
Malachi Flynn,PG,NYK,14,0.4,0.4,2.2,2023-2024
Malachi Flynn,PG,DET,24,1.8,2.1,8.0,2023-2024
Simone Fontecchio,SF,TOT,66,3.7,1.5,10.5,2023-2024
Simone Fontecchio,SF,UTA,50,3.5,1.5,8.9,2023-2024
Simone Fontecchio,SF,DET,16,4.4,1.8,15.4,2023-2024
Jordan Ford,PG,SAC,6,0.3,0.3,2.0,2023-2024
Trent Forrest,SG,ATL,38,1.3,2.4,2.2,2023-2024
Evan Fournier,SG,TOT,32,1.8,1.5,6.9,2023-2024
Evan Fournier,SG,NYK,3,1.3,1.0,4.0,2023-2024
Evan Fournier,SG,DET,29,1.9,1.6,7.2,2023-2024
De'Aaron Fox,PG,SAC,74,4.6,5.6,26.6,2023-2024
Javon Freeman-Liberty,PG,TOR,22,3.2,1.8,7.0,2023-2024
Alex Fudge,SF,TOT,6,0.8,0.0,2.5,2023-2024
Alex Fudge,SF,LAL,4,0.5,0.0,1.0,2023-2024
Alex Fudge,SF,DAL,2,1.5,0.0,5.5,2023-2024
Markelle Fultz,PG,ORL,43,3.2,2.8,7.8,2023-2024
Andrew Funk,SG,CHI,5,0.0,0.0,0.0,2023-2024
Wenyen Gabriel,PF,MEM,5,5.0,0.6,3.4,2023-2024
Daniel Gafford,C-PF,TOT,74,7.6,1.6,11.0,2023-2024
Daniel Gafford,C,WAS,45,8.0,1.5,10.9,2023-2024
Daniel Gafford,PF,DAL,29,6.9,1.6,11.2,2023-2024
Danilo Gallinari,PF-SF,TOT,49,2.2,1.1,5.7,2023-2024
Danilo Gallinari,PF,WAS,26,2.9,1.2,7.0,2023-2024
Danilo Gallinari,SF,DET,6,2.3,2.0,8.7,2023-2024
Danilo Gallinari,SF,MIL,17,1.1,0.7,2.8,2023-2024
Darius Garland,PG,CLE,57,2.7,6.5,18.0,2023-2024
Usman Garuba,PF,GSW,6,1.2,0.2,0.5,2023-2024
Luka Garza,C,MIN,25,1.2,0.2,4.0,2023-2024
Kaiser Gates,SF,NOP,1,1.0,0.0,0.0,2023-2024
Keyonte George,PG,UTA,75,2.8,4.4,13.0,2023-2024
Paul George,PF,LAC,74,5.2,3.5,22.6,2023-2024
Taj Gibson,PF,TOT,20,1.9,0.6,1.7,2023-2024
Taj Gibson,PF,NYK,16,1.8,0.6,1.0,2023-2024
Taj Gibson,PF,DET,4,2.3,0.5,4.5,2023-2024
Josh Giddey,SG,OKC,80,6.4,4.8,12.3,2023-2024
Harry Giles,C,TOT,23,1.3,0.3,2.4,2023-2024
Harry Giles,C,BRK,16,1.6,0.4,3.4,2023-2024
Harry Giles,C,LAL,7,0.6,0.0,0.3,2023-2024
Shai Gilgeous-Alexander,PG,OKC,75,5.5,6.2,30.1,2023-2024
Anthony Gill,PF,WAS,50,1.9,0.7,3.8,2023-2024
Collin Gillespie,PG,DEN,24,0.9,1.1,3.6,2023-2024
Jacob Gilyard,PG,TOT,41,1.1,3.3,4.2,2023-2024
Jacob Gilyard,PG,MEM,37,1.2,3.5,4.7,2023-2024
Jacob Gilyard,PG,BRK,4,0.8,1.5,0.0,2023-2024
Rudy Gobert,C,MIN,76,12.9,1.3,14.0,2023-2024
Jordan Goodwin,PG,TOT,57,4.4,2.7,6.5,2023-2024
Jordan Goodwin,PG,PHO,40,2.9,2.0,5.0,2023-2024
Jordan Goodwin,PG,MEM,17,8.0,4.5,10.0,2023-2024
Aaron Gordon,PF,DEN,73,6.5,3.5,13.9,2023-2024
Eric Gordon,SG,PHO,68,1.8,2.0,11.0,2023-2024
Devonte' Graham,PG,SAS,23,1.6,2.1,5.0,2023-2024
Jerami Grant,PF,POR,54,3.5,2.8,21.0,2023-2024
RaiQuan Gray,PF,SAS,3,2.3,2.0,7.7,2023-2024
A.J. Green,SG,MIL,56,1.1,0.5,4.5,2023-2024
Danny Green,SG,PHI,2,1.0,0.5,0.0,2023-2024
Draymond Green,PF,GSW,55,7.2,6.0,8.6,2023-2024
Jalen Green,SG,HOU,82,5.2,3.5,19.6,2023-2024
Javonte Green,SF,CHI,9,7.4,0.6,12.2,2023-2024
Jeff Green,PF,HOU,78,2.3,0.9,6.5,2023-2024
Josh Green,SG,DAL,57,3.2,2.3,8.2,2023-2024
AJ Griffin,SF,ATL,20,0.9,0.3,2.4,2023-2024
Quentin Grimes,SG,TOT,51,2.0,1.3,7.0,2023-2024
Quentin Grimes,SG,NYK,45,2.0,1.2,7.3,2023-2024
Quentin Grimes,SG,DET,6,2.0,2.3,5.3,2023-2024
Mouhamadou Gueye,PF,TOR,11,2.1,0.5,2.4,2023-2024
Mouhamed Gueye,PF,ATL,6,3.7,0.7,4.0,2023-2024
Rui Hachimura,PF,LAL,68,4.3,1.2,13.6,2023-2024
Ashton Hagans,PG,POR,19,2.4,2.8,4.2,2023-2024
Tyrese Haliburton,PG,IND,69,3.9,10.9,20.1,2023-2024
R.J. Hampton,PG,MIA,8,0.8,1.0,1.3,2023-2024
Tim Hardaway Jr.,SF,DAL,79,3.2,1.8,14.4,2023-2024
James Harden,PG,LAC,72,5.1,8.5,16.6,2023-2024
Jaden Hardy,SG,DAL,73,1.8,1.5,7.3,2023-2024
Ron Harper Jr.,PF,TOR,1,0.0,1.0,0.0,2023-2024
Gary Harris,SG,ORL,54,1.7,1.6,6.9,2023-2024
Joe Harris,SG,DET,16,0.8,0.6,2.4,2023-2024
Kevon Harris,SG,ORL,2,1.0,0.5,2.0,2023-2024
Tobias Harris,PF,PHI,70,6.5,3.1,17.2,2023-2024
Shaquille Harrison,SG,MEM,3,0.7,0.0,0.7,2023-2024
Josh Hart,SF,NYK,81,8.3,4.1,9.4,2023-2024
Isaiah Hartenstein,C,NYK,75,8.3,2.5,7.8,2023-2024
Sam Hauser,SF,BOS,79,3.5,1.0,9.0,2023-2024
Jordan Hawkins,SG,NOP,67,2.2,1.0,7.8,2023-2024
Jaxson Hayes,C,LAL,70,3.0,0.5,4.3,2023-2024
Killian Hayes,PG,DET,42,2.8,4.9,6.9,2023-2024
Gordon Hayward,SF,TOT,51,3.5,3.1,9.8,2023-2024
Gordon Hayward,SF,CHO,25,4.7,4.6,14.5,2023-2024
Gordon Hayward,SF,OKC,26,2.5,1.6,5.3,2023-2024
Scoot Henderson,PG,POR,62,3.1,5.4,14.0,2023-2024
Taylor Hendricks,PF,UTA,40,4.6,0.8,7.3,2023-2024
Tyler Herro,SG,MIA,42,5.3,4.5,20.8,2023-2024
Buddy Hield,SF-SG,TOT,84,3.2,2.8,12.1,2023-2024
Buddy Hield,SF,IND,52,3.2,2.7,12.0,2023-2024
Buddy Hield,SG,PHI,32,3.2,3.0,12.2,2023-2024
Haywood Highsmith,PF,MIA,66,3.2,1.1,6.1,2023-2024
Nate Hinton,SG,HOU,15,1.5,0.7,2.2,2023-2024
D'Moi Hodge,SG,LAL,7,0.0,0.7,2.0,2023-2024
Aaron Holiday,PG,HOU,78,1.6,1.8,6.6,2023-2024
Jrue Holiday,PG,BOS,69,5.4,4.8,12.5,2023-2024
Justin Holiday,SG,DEN,58,1.2,1.2,4.0,2023-2024
Richaun Holmes,C-PF,TOT,40,4.6,0.6,5.0,2023-2024
Richaun Holmes,C,DAL,23,3.4,0.7,3.4,2023-2024
Richaun Holmes,PF,WAS,17,6.1,0.6,7.1,2023-2024
Chet Holmgren,C,OKC,82,7.9,2.4,16.5,2023-2024
Jalen Hood-Schifino,SG,LAL,21,0.6,0.4,1.6,2023-2024
Al Horford,C,BOS,65,6.4,2.6,8.6,2023-2024
Talen Horton-Tucker,PG,UTA,51,2.4,3.5,10.1,2023-2024
Danuel House Jr.,SF,PHI,34,1.7,0.8,4.2,2023-2024
Caleb Houstan,SF,ORL,59,1.4,0.5,4.3,2023-2024
Jett Howard,SF,ORL,18,0.4,0.3,1.6,2023-2024
Kevin Huerter,SG,SAC,64,3.5,2.6,10.2,2023-2024
Jay Huff,C,DEN,20,0.6,0.1,1.2,2023-2024
De'Andre Hunter,SF,ATL,57,3.9,1.5,15.6,2023-2024
Matthew Hurt,PF,MEM,8,2.0,0.5,4.0,2023-2024
Bones Hyland,PG,LAC,37,1.5,2.5,6.9,2023-2024
Joe Ingles,SF,ORL,68,2.1,3.0,4.4,2023-2024
Brandon Ingram,SF,NOP,64,5.1,5.7,20.8,2023-2024
Kyrie Irving,SG,DAL,58,5.0,5.2,25.6,2023-2024
Jonathan Isaac,PF,ORL,58,4.5,0.5,6.8,2023-2024
Jaden Ivey,SG,DET,77,3.4,3.8,15.4,2023-2024
Andre Jackson Jr.,SG,MIL,57,2.0,0.9,2.2,2023-2024
GG Jackson II,PF,MEM,48,4.1,1.2,14.6,2023-2024
Isaiah Jackson,C,IND,59,4.0,0.8,6.5,2023-2024
Jaren Jackson Jr.,C,MEM,66,5.5,2.3,22.5,2023-2024
Justin Jackson,SF,MIN,2,0.0,0.0,0.0,2023-2024
Quenton Jackson,PG,IND,3,1.3,0.7,0.7,2023-2024
Reggie Jackson,PG,DEN,82,1.9,3.8,10.2,2023-2024
Trayce Jackson-Davis,PF,GSW,68,5.0,1.2,7.9,2023-2024
LeBron James,PF,LAL,71,7.3,8.3,25.7,2023-2024
Jaime Jaquez Jr.,SF,MIA,75,3.8,2.6,11.9,2023-2024
DeJon Jarreau,SG,MEM,9,4.9,2.9,4.8,2023-2024
DaQuan Jeffries,SG,NYK,17,0.3,0.3,0.8,2023-2024
Trey Jemison,C,TOT,25,5.4,1.1,6.8,2023-2024
Trey Jemison,C,WAS,2,0.5,0.0,0.0,2023-2024
Trey Jemison,C,MEM,23,5.8,1.2,7.4,2023-2024
Ty Jerome,SG,CLE,2,0.5,1.5,2.0,2023-2024
Isaiah Joe,SG,OKC,78,2.3,1.3,8.2,2023-2024
Cameron Johnson,PF,BRK,58,4.3,2.4,13.4,2023-2024
Jalen Johnson,SF,ATL,56,8.7,3.6,16.0,2023-2024
James Johnson,PF,IND,9,0.4,0.9,0.9,2023-2024
Keldon Johnson,SF,SAS,69,5.5,2.8,15.7,2023-2024
Keon Johnson,SG,BRK,5,1.4,0.6,6.2,2023-2024
Keyontae Johnson,SF,OKC,9,1.1,0.4,1.2,2023-2024
Nikola Jokić,C,DEN,79,12.4,9.0,26.4,2023-2024
Colby Jones,SG,SAC,30,1.3,0.7,2.1,2023-2024
Damian Jones,C,CLE,39,1.6,0.4,2.7,2023-2024
Derrick Jones Jr.,SF,DAL,76,3.3,1.0,8.6,2023-2024
Herbert Jones,SF,NOP,76,3.6,2.6,11.0,2023-2024
Mason Jones,SG,SAC,5,1.0,1.0,1.4,2023-2024
Tre Jones,PG,SAS,77,3.8,6.2,10.0,2023-2024
Tyus Jones,PG,WAS,66,2.7,7.3,12.0,2023-2024
DeAndre Jordan,C,DEN,36,4.4,0.7,3.9,2023-2024
Cory Joseph,PG,GSW,26,1.2,1.6,2.4,2023-2024
Nikola Jović,PF,MIA,46,4.2,2.0,7.7,2023-2024
Johnny Juzang,SG,UTA,20,1.8,1.2,7.2,2023-2024
Luke Kennard,SG,MEM,39,2.9,3.5,11.0,2023-2024
Walker Kessler,C,UTA,64,7.5,0.9,8.1,2023-2024
Braxton Key,SF,DEN,20,0.9,0.5,1.1,2023-2024
Corey Kispert,SF,WAS,80,2.8,2.0,13.4,2023-2024
Maxi Kleber,C,DAL,43,3.3,1.6,4.4,2023-2024
Kevin Knox,SF,DET,31,2.4,0.7,7.2,2023-2024
John Konchar,SF,MEM,55,4.7,2.0,4.3,2023-2024
Furkan Korkmaz,SG,PHI,35,0.9,0.7,2.5,2023-2024
Luke Kornet,C,BOS,63,4.1,1.1,5.3,2023-2024
Vit Krejci,PG,ATL,22,2.4,2.3,6.1,2023-2024
Jonathan Kuminga,PF,GSW,74,4.8,2.2,16.1,2023-2024
Kyle Kuzma,PF,WAS,70,6.6,4.2,22.2,2023-2024
Jock Landale,C,HOU,56,3.1,1.2,4.9,2023-2024
Jake LaRavia,PF,MEM,35,3.7,1.7,10.8,2023-2024
Zach LaVine,SG,CHI,25,5.2,3.9,19.5,2023-2024
A.J. Lawson,SG,DAL,42,1.2,0.5,3.2,2023-2024
Saben Lee,PG,PHO,24,1.3,1.3,3.0,2023-2024
Alex Len,C,SAC,48,2.7,1.0,2.5,2023-2024
Kawhi Leonard,SF,LAC,68,6.1,3.6,23.7,2023-2024
Caris LeVert,SG,CLE,68,4.1,5.1,14.0,2023-2024
Kira Lewis Jr.,PG,TOT,28,0.9,1.3,3.2,2023-2024
Kira Lewis Jr.,PG,NOP,15,0.9,1.2,2.9,2023-2024
Kira Lewis Jr.,PG,TOR,1,0.0,0.0,0.0,2023-2024
Kira Lewis Jr.,PG,UTA,12,1.0,1.6,3.8,2023-2024
Maxwell Lewis,SF,LAL,34,0.1,0.2,0.3,2023-2024
E.J. Liddell,PF,NOP,8,0.6,0.1,0.5,2023-2024
Damian Lillard,PG,MIL,73,4.4,7.0,24.3,2023-2024
Nassir Little,SF,PHO,45,1.7,0.5,3.4,2023-2024
Dereck Lively II,C,DAL,55,6.9,1.1,8.8,2023-2024
Isaiah Livers,PF,DET,23,2.1,1.1,5.0,2023-2024
Chris Livingston,SF,MIL,21,1.0,0.2,1.2,2023-2024
Kenneth Lofton Jr.,PF,TOT,21,1.8,1.6,4.6,2023-2024
Kenneth Lofton Jr.,PF,MEM,15,1.0,0.9,2.6,2023-2024
Kenneth Lofton Jr.,PF,PHI,2,1.5,0.0,1.0,2023-2024
Kenneth Lofton Jr.,PF,UTA,4,5.0,4.8,13.8,2023-2024
Kevon Looney,C,GSW,74,5.7,1.8,4.5,2023-2024
Brook Lopez,C,MIL,79,5.2,1.6,12.5,2023-2024
Robin Lopez,C,MIL,16,0.3,0.3,1.1,2023-2024
